ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΒΛΑΧΑΚΟΣ ΝΙΚΟΛΑΟΣ του Αντωνίου,ΔΟΥΝΙΑ ΠΑΝΑΓΙΩΤΑ (ΝΟΝΗ) του Δημητρίου,ΚΑΤΣΑΦΑΔΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΜΑΝΩΛΑΚΟΣ ΝΙΚΟΛΑΟΣ του Πέτρου,ΜΕΛΑΣ ΙΩΑΝΝΗΣ του Παναγιώτη,ΜΙΧΑΗΛΙΔΟΥ ΔΟΜΝΑ-ΜΑΡΙΑ του Αριστείδη,ΧΙΩΤΗ ΕΙΡΗΝΗ του Ανδρέα,ΣΥΡΙΖΑ,ΤΣΙΠΡΑΣ ΑΛΕΞΙΟΣ του Παύλου,ΓΕΝΝΙΑ ΓΕΩΡΓΙΑ του Σωκράτη,ΔΡΙΤΣΑΣ ΘΕΟΔΩΡΟΣ του Παναγιώτη,ΛΟΓΟΘΕΤΗ ΑΙΚΑΤΕΡΙΝΗ (ΚΑΤΕΡΙΝΑ) του Στυλιανού,ΜΠΑΚΑΔΗΜΑ ΦΩΤΕΙΝΗ του Αγαθοκλή,ΜΠΕΛΑΒΙΛΑΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΦΩΤΙΑΔΗΣ ΧΡΗΣΤΟΣ του Παναγιώτη,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΑΘΑΝΑΣΙΑΔΗΣ ΛΑΖΑΡΟΣ (ΤΑΚΗΣ) του Θεοδώρου,ΒΟΥΡΕΞΑΚΗ - ΤΑΜΠΟΥΡΑΤΖΗ ΚΑΤΕΡΙΝΑ (ΚΑΤΙΝΑ) του Αναστασίου,ΒΡΟΝΤΑΚΗΣ ΑΝΔΡΕΑΣ του Παντελή,ΚΑΤΣΑΦΑΔΟΣ ΒΑΣΙΛΕΙΟΣ του Ηλία,ΚΟΥΚΟΥΔΑΚΗ ΜΑΡΙΑ (ΜΑΡΑ) του Ευάγγελου,ΜΠΙΣΤΙΝΑ ΔΕΣΠΟΙΝΑ του Απόστολου,ΣΠΑΝΑΚΟΣ ΝΙΚΟΛΑΟΣ του Σπύρου,Κ.Κ.Ε.,ΑΜΠΑΤΙΕΛΟΣ ΝΙΚΟΛΑΟΣ του Γεράσιμου,ΓΚΙΤΑΚΟΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΕΥΑΓΓΕΛΑΚΗΣ ΑΘΑΝΑΣΙΟΣ του Βασιλείου,ΚΟΤΕΑΣ ΑΛΕΞΑΝΔΡΟΣ του Νικολάου,ΚΥΖΙΛΗ ΕΥΣΤΡΑΤΙΑ ΟΛΥΜΠΙΑ του Κλεάνθη,ΛΕΩΤΣΑΚΟΥ ΑΝΝΑ του Σταύρου,ΣΤΑΜΑΤΕΛΟΥ ΔΗΜΗΤΡΑ του Σπυρίδωνα,Ελληνική Λύση - Κ. Βελόπουλος,ΚΟΝΤΟΜΑΝΩΛΗΣ ΣΤΑΜΑΤΙΟΣ του Νικολάου,ΜΑΔΥΤΙΝΟΥ ΑΓΡΙΠΠΙΝΑ του Αθανασίου,ΜΟΣΧΟΥ ΒΑΣΙΛΕΙΟΣ του Παράσχου,ΜΟΥΓΙΟΣ ΠΕΤΡΟΣ του Ναπολέοντος,ΠΑΝΟΥ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΣΚΥΛΙΤΣΗ ΑΝΝΑ του Γεωργίου,ΨΩΜΙΑΔΟΥ ΧΡΥΣΟΥΛΑ του Παναγιώτη,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΒΛΑΝΤΗΣ ΠΑΝΑΓΙΩΤΗΣ του Ιωάννη-Παυλή,ΓΕΩΡΓΟΥΛΕΑ ΣΩΤΗΡΙΑ-ΚΥΡΙΑΚΗ (ΣΑΝΤΥ) του Κωνσταντίνου,ΓΚΟΥΜΑΣ ΙΩΑΝΝΗΣ (ΓΙΑΝΗΣ) του Αναστασίου,ΠΕΡΙΦΑΝΗΣ ΒΑΣΙΛΕΙΟΣ του Γεωργίου,ΣΤΑΥΡΟΠΟΥΛΟΥ ΣΤΥΛΙΑΝΗ του Σταύρου,ΧΑΡΑΛΑΜΠΑΚΗΣ ΙΩΑΝΝΗΣ του Θεοδώρου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΚΙΣΣΑ ΜΑΡΙΑ του Χαραλάμπους,ΡΟΥΣΣΗΣ ΦΙΛΙΠΠΟΣ του Ευαγγέλου,Κ.Κ.Ε. (μ-λ),ΒΑΡΣΟΥ ΕΛΕΥΘΕΡΙΑ του Βασιλείου,ΜΠΑΪΡΑΚΤΑΡΗΣ ΑΝΑΣΤΑΣΙΟΣ του Χρήστου,ΤΣΙΚΝΑΣ ΑΝΤΩΝΙΟΣ του Δημητρίου,Ο.Κ.Δ.Ε.,ΖΕΡΜΑΛΙΑ ΕΙΡΗΝΗ του Στυλιανού,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΔΡΙΑΝΟΥ ΙΦΙΓΕΝΕΙΑ ΠΑΝΑΓΙΩΤΑ του Χαραλάμπους ,ΑΛΦΙΕΡΗΣ ΑΝΤΩΝΙΟΣ του Ευτυχίου,ΔΕΛΑΓΡΑΜΜΑΤΙΚΑ ΓΑΡΥΦΑΛΛΙΑ του Γεωργίου,ΔΙΑΒΟΛΑΚΗΣ ΑΘΑΝΑΣΙΟΣ του Στυλιανού,ΜΕΣΟΛΟΓΓΙΤΗ ΠΗΝΕΛΟΠΗ του Νικολάου,ΠΑΝΑΓΙΩΤΑΚΟΠΟΥΛΟΣ ΠΑΝΤΕΛΕΗΜΩΝ του Ευαγγέλου,ΤΑΒΟΥΛΑΡΗΣ ΜΑΤΘΑΙΟΣ ΒΕΝΙΑΜΙΝ ΑΝΤΡΕΑΣ του Ιωάννη,Κίνημα 21,ΠΕΤΤΑΣ ΠΑΝΑΓΙΩΤΗΣ του Γεωργίου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΠΑΡΑΣΚΕΥΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Θεοδώρου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΕΥΓΕΝΙΔΟΥ ΑΝΔΡΟΝΙΚΗ (ΝΙΚΗ) του Γεωργίου,ΤΟΥΜΠΟΥΛΙΔΗΣ ΙΟΡΔΑΝΗΣ του Γεωργίου,ΝΙΚΗ,ΚΑΨΑΛΗΣ ΣΠΥΡΟΣ του Δημητρίου,ΝΤΑΚΟΥΛΑΣ ΒΑΣΙΛΕΙΟΣ του Ευαγγέλου,ΡΕΤΣΟΣ ΠΑΝΑΓΙΩΤΗΣ του Αθανασίου,ΣΕΝΗ ΜΑΡΙΝΑ του Ευαγγέλου,ΧΑΡΜΠΗ ΑΡΕΤΗ του Λάμπρου,κοινωνία αξιών,ΚΟΤΡΟΖΟΣ ΑΧΙΛΛΕΥΣ του Κωνσταντίνου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΑΡΓΥΡΙΟΥ ΙΟΥΛΙΑ του Μιχαήλ,Ο.Α.Κ.Κ.Ε.,ΧΡΗΣΤΟΥ ΠΑΝΑΓΙΩΤΗΣ του Ευαγγέλου,Μ-Λ Κ.Κ.Ε.,ΝΙΚΗΤΑ ΑΔΑΜΑΝΤΙΑ του Δημητρίου,ΣΤΑΥΡΙΔΗΣ ΙΩΣΗΦ του Σταύρου,Ελλήνων Συνέλευσις,ΖΑΡΜΑΚΟΥΠΗΣ ΑΠΟΣΤΟΛΟΣ του Ιωάννη,ΘΕΜΕΛΗ ΕΛΕΝΗ του Αχιλλέα,ΘΕΟΔΩΡΟΠΟΥΛΟΥ ΕΛΕΝΗ του Θεοδώρου,ΣΚΑΝΤΖΟΣ ΒΑΣΙΛΕΙΟΣ του Εμμανουήλ,ΤΡΑΚΑ ΘΗΡΕΣΙΑ του Ιωάννη,ΤΣΟΡΗΣ ΣΩΤΗΡΙΟΣ του Κωνσταντίνου,ΧΑΤΖΗΓΙΑΝΝΗΣ ΜΙΧΑΗΛ του Γεωργίου,Ένωση Κεντρώων,ΘΕΟΦΙΛΟΠΟΥΛΟΥ ΟΥΡΑΝΙΑ - ΕΛΠΙΝΙΚΗ του Δημητρίου,ΚΑΣΙΜΑΤΗΣ ΓΕΩΡΓΙΟΣ του Βρεττού,ΚΟΚΚΙΝΟΠΑΝΗΣ ΛΕΩΝΙΔΑΣ του Δημητρίου,ΚΟΥΡΓΙΑΛΗ ΦΩΤΕΙΝΗ του Ιωάννη,ΛΑΟΥΤΑΡΗΣ ΕΜΜΑΝΟΥΗΛ του Ιωάννη,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΒΕΝΙΕΡΗ ΚΑΛΛΙΟΠΗ του Σπυρίδωνος,ΡΑΝΤΟΣ ΣΤΕΦΑΝΟΣ του Χαραλάμπου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΑΝΝΟΥΣΑΚΗΣ ΙΩΑΝΝΗΣ του Σταύρου,ΑΞΗΣ ΙΓΝΑΤΙΟΣ του Ηλία,ΕΥΘΥΜΙΟΥ ΓΕΩΡΓΙΑ του Χρήστου,ΙΩΑΝΝΙΔΗΣ - ΚΟΝΤΗΣ ΚΥΡΙΑΚΟΣ του Αχιλλέως,ΝΤΙΛΗ ΕΛΕΝΗ του Ιωάννη,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΑΝΑΣΤΑΣΟΠΟΥΛΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Παναγιώτη,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΒΟΒΟΛΗΣ ΦΑΙΔΩΝ του Ηλία,ΜΠΑΚΟΜΗΤΡΟΥ ΕΥΓΕΝΙΑ του Λουκά,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΔΕΠΑΣΤΑ ΓΙΑΝΝΟΥΛΑ του Παναγιώτη,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΚΟΥΒΑΤΣΟΣ ΠΕΤΡΟΣ του Ηλία,ΜΠΑΪΜΠΑΚΗΣ ΧΡΗΣΤΟΣ του Αντωνίου,ΜΠΟΓΡΗ ΚΩΝΣΤΑΝΤΙΝΑ του Θεοδώρου,Οικολόγοι Πράσινοι,ΜΗΤΡΟ ΖΑΧΑΡΟΥΛΑ του Αναστάση,ΜΗΤΡΟΣ ΑΧΙΛΛΕΑΣ του Αναστάση,ΠΕΤΡΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αλεξάνδρου,ΕΑΝ...,ΦΛΙΣΚΑΝΟΠΟΥΛΟΣ ΑΛΕΞΑΝΔΡΟΣ του Γεωργίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΔΗΜΟΥΛΗ ΑΝΔΡΙΑΝΗ του Νικολάου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΟΥΣΟΥΡΗΣ ΠΕΤΡΟΣ του Δημητρίου,ΣΟΦΙΟΥ ΠΑΝΑΓΙΩΤΑ (ΝΟΤΑ) του Στυλιανού,ΤΖΙΚΑ ΒΑΣΙΛΙΚΗ του Δημητρίου,ΤΡΙΑΝΤΑΦΥΛΛΟΥ ΠΑΥΛΟΣ του Γεωργίου
40 - Α' Πειραιώς,120 E.T. Δήμου Πειραιώς,499,296,2,1,3,293,155,43,19,50,20,30,66,8,42,42,6,14,8,3,10,4,19,4,1,1,7,4,7,3,20,7,0,1,3,1,6,4,10,5,3,1,1,0,2,2,8,1,4,0,0,3,2,1,1,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,3,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2,1,0,0,0,5,2,1,1,3,1,0,0,12,2,5,3,1
40 - Α' Πειραιώς,121 E.T. Δήμου Πειραιώς,544,336,6,0,6,330,150,57,29,71,27,26,50,4,60,60,12,17,6,4,17,13,27,8,5,2,7,3,4,4,22,8,4,1,3,3,6,4,17,6,0,2,2,5,6,3,7,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,5,1,1,1,0,1,0,1,0,0,1,1,2,2,2,9,5,3,1,2,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,1,0,0,0,7,6,5,1,0,0,0,0,0,4,1,1,1,2,1,0,0,12,2,7,5,4
40 - Α' Πειραιώς,122 E.T. Δήμου Πειραιώς,544,312,3,0,3,309,139,37,16,66,25,19,45,24,44,44,6,8,10,3,10,7,16,4,3,3,6,1,1,3,21,8,5,3,3,2,5,3,23,7,5,5,2,2,7,3,9,0,2,1,0,3,0,2,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,4,3,4,2,0,11,3,4,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,1,1,0,4,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,2,1,1,0,1,1,0,0,17,3,5,8,4
40 - Α' Πειραιώς,123 E.T. Δήμου Πειραιώς,547,383,4,5,9,374,152,26,23,73,28,25,46,8,86,86,17,21,19,11,13,7,27,9,8,6,9,6,1,2,33,11,3,0,9,2,5,8,13,2,4,2,2,0,7,1,13,1,5,2,1,2,2,0,0,0,2,1,0,0,0,0,3,0,1,0,1,1,0,0,1,0,2,2,0,0,0,6,2,0,4,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,2,0,0,1,0,1,2,2,2,2,1,3,3,0,0,0,0,3,2,2,1,1,0,0,0,19,1,9,10,5
40 - Α' Πειραιώς,124 E.T. Δήμου Πειραιώς,546,352,6,1,7,345,153,35,27,61,26,32,68,6,81,81,12,21,13,10,24,8,23,1,2,3,10,12,7,2,20,7,0,3,3,4,6,7,6,1,2,0,2,1,2,4,12,3,4,3,0,3,2,0,0,0,0,0,0,0,0,0,3,2,0,1,0,1,0,0,0,0,1,1,3,2,2,12,7,3,1,4,4,0,0,0,0,0,0,2,1,2,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,5,2,0,1,1,4,0,0,1,1,0,1,1,0,0,0,0,8,6,2,3,1,1,0,0,10,3,6,4,3
40 - Α' Πειραιώς,125 E.T. Δήμου Πειραιώς,548,340,9,2,11,329,140,26,19,75,24,28,44,8,89,89,12,21,17,10,18,13,18,1,7,2,5,6,1,3,15,7,3,0,1,5,3,5,14,7,2,4,1,0,5,3,4,0,1,0,0,2,0,1,0,1,2,1,2,0,0,0,1,1,0,0,0,1,0,0,0,0,2,2,1,1,1,14,4,4,3,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,3,0,1,0,2,1,2,2,1,0,1,1,1,0,0,2,2,2,0,0,0,0,0,0,5,5,2,2,0,0,0,0,13,0,3,7,5
40 - Α' Πειραιώς,126 E.T. Δήμου Πειραιώς,557,343,9,1,10,333,164,47,26,75,23,20,58,10,55,55,10,9,15,6,13,4,19,3,2,0,4,6,4,0,17,4,1,1,2,3,4,2,15,5,2,4,3,0,4,2,10,4,3,2,0,2,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,8,2,3,2,2,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,1,0,0,0,1,1,1,4,1,3,0,1,1,1,0,1,0,0,4,3,1,0,0,0,8,6,5,2,1,0,1,1,12,4,8,4,4
40 - Α' Πειραιώς,127 E.T. Δήμου Πειραιώς,538,324,8,5,13,311,139,33,18,60,33,21,48,4,51,51,6,10,14,8,9,5,14,2,5,2,6,2,3,3,22,3,5,1,3,6,5,8,23,6,7,3,2,1,5,1,6,1,3,1,0,2,1,0,0,0,2,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,3,1,1,17,4,3,3,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,1,0,0,1,1,0,0,0,2,1,1,2,2,6,1,4,0,3,1,0,2,1,0,1,0,14,4,7,6,4
40 - Α' Πειραιώς,128 E.T. Δήμου Πειραιώς,545,332,5,3,8,324,151,31,21,77,26,32,57,8,60,60,14,15,10,5,17,7,14,0,2,2,4,4,5,2,20,7,5,3,1,3,8,6,18,5,2,6,3,2,5,4,8,3,3,1,0,4,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3,3,5,4,2,0,0,5,1,2,1,2,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,1,0,1,0,1,1,1,0,3,1,2,1,0,2,1,1,3,3,3,1,1,1,1,0,1,4,1,0,0,2,0,0,0,15,4,10,6,4
40 - Α' Πειραιώς,129 E.T. Δήμου Πειραιώς,558,351,5,4,9,342,135,31,18,69,23,22,42,9,71,71,9,23,15,7,16,8,15,2,5,3,7,2,2,0,34,11,4,2,8,4,6,9,10,4,1,3,1,2,4,0,14,2,4,1,0,5,1,0,0,0,1,1,0,0,0,0,3,1,0,0,2,0,1,0,1,0,6,2,1,0,1,9,5,4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,1,2,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,4,2,0,0,1,1,0,0,29,5,21,14,5
40 - Α' Πειραιώς,130 E.T. Δήμου Πειραιώς,548,374,3,3,6,368,170,40,20,80,32,26,70,8,70,70,13,14,11,8,13,7,21,8,3,3,11,3,1,2,33,7,2,2,2,9,6,8,11,4,3,1,2,1,4,2,6,1,2,0,1,1,0,1,0,0,1,0,0,0,0,0,7,2,0,3,1,1,0,0,1,1,4,1,1,0,0,5,0,2,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,1,1,1,3,1,0,0,1,1,1,1,3,2,2,0,0,2,1,0,1,1,1,0,1,1,1,0,0,19,1,4,5,8
40 - Α' Πειραιώς,131 E.T. Δήμου Πειραιώς,548,347,7,1,8,339,162,31,29,73,25,24,53,8,61,0,9,14,10,16,14,3,10,1,4,3,3,2,1,0,21,6,1,2,6,4,4,5,16,4,5,2,0,2,6,3,7,1,2,1,0,2,1,1,1,1,1,0,0,0,0,0,5,1,1,1,0,0,1,0,2,2,6,2,2,2,2,12,5,1,4,2,1,1,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,2,1,0,0,0,1,0,0,0,5,1,2,1,1,3,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,2,1,0,0,17,2,6,5,4
40 - Α' Πειραιώς,132 E.T. Δήμου Πειραιώς,526,317,10,3,13,304,137,31,30,61,13,26,50,5,50,0,8,11,13,5,9,1,21,3,4,3,7,6,5,1,23,11,1,0,5,2,3,4,8,5,0,4,1,1,2,1,7,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,2,2,0,0,5,3,3,12,5,2,4,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,2,1,3,0,0,4,0,2,1,0,3,0,0,6,3,6,0,0,0,0,0,0,2,2,1,0,1,0,0,0,15,2,4,1,3
40 - Α' Πειραιώς,133 E.T. Δήμου Πειραιώς,532,344,8,1,9,335,168,48,25,67,28,26,62,15,56,0,7,11,7,8,10,13,20,1,3,5,4,4,5,4,26,10,2,3,4,2,8,5,11,3,1,3,1,1,1,1,6,0,3,2,0,0,2,2,0,0,0,0,0,0,0,0,3,1,1,1,1,0,0,1,3,0,3,0,1,1,1,3,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,5,2,2,0,0,0,1,0,19,3,7,7,5
40 - Α' Πειραιώς,134 E.T. Δήμου Πειραιώς,532,335,9,4,13,322,162,26,27,57,39,35,67,12,55,0,3,13,9,9,14,2,20,2,5,1,5,3,1,6,22,8,1,1,2,0,4,3,11,3,4,0,0,1,4,0,7,1,3,1,1,3,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,2,2,7,6,0,0,0,6,2,3,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,1,0,0,0,1,0,0,4,0,3,2,1,1,1,1,0,3,0,0,0,1,1,0,0,12,2,3,2,4
40 - Α' Πειραιώς,135 E.T. Δήμου Πειραιώς,536,340,11,1,12,328,167,34,31,78,35,23,64,4,47,0,5,11,15,1,13,7,21,2,1,1,6,5,4,0,34,13,3,7,8,2,5,7,6,2,0,1,0,2,0,0,12,0,6,1,0,8,2,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,3,1,1,0,0,8,3,1,1,5,2,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,2,2,2,0,0,0,0,0,1,0,0,0,0,0,4,3,2,0,2,0,0,0,12,3,7,4,6
40 - Α' Πειραιώς,136 E.T. Δήμου Πειραιώς,535,368,4,6,10,358,178,40,25,75,28,19,77,8,45,0,3,13,13,2,11,6,22,4,3,5,7,2,2,3,28,14,1,3,6,4,4,8,13,3,1,5,2,1,7,3,6,1,4,1,0,2,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,1,1,4,2,3,13,4,1,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,3,2,2,3,1,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,4,3,1,1,1,1,1,0,26,6,14,8,5
40 - Α' Πειραιώς,137 E.T. Δήμου Πειραιώς,541,363,5,1,6,357,165,46,25,85,19,28,54,4,69,0,13,15,12,10,19,6,22,7,3,3,5,12,4,0,32,10,3,2,6,3,4,4,14,7,1,4,1,2,5,3,5,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,3,3,0,1,0,2,0,0,1,1,1,0,7,3,3,8,2,3,1,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,4,1,1,2,2,2,0,0,1,1,0,0,0,2,2,2,0,2,2,1,1,0,0,1,1,18,5,9,7,3
40 - Α' Πειραιώς,138 E.T. Δήμου Πειραιώς,529,347,5,2,7,340,158,38,19,74,20,27,63,12,81,0,16,21,19,13,16,6,18,0,2,4,9,3,7,2,21,10,0,2,1,3,6,0,13,5,4,2,0,0,4,3,9,2,4,0,1,4,3,0,0,0,3,2,0,0,0,0,2,2,0,0,1,1,0,0,0,0,2,2,1,1,1,8,2,2,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,1,0,0,1,1,1,2,1,2,1,0,1,4,4,0,2,2,1,0,0,8,0,6,1,5
40 - Α' Πειραιώς,139 E.T. Δήμου Πειραιώς,528,364,3,2,5,359,181,34,24,90,39,34,64,6,47,0,11,7,13,9,10,3,19,1,0,2,8,7,4,2,28,12,2,2,5,3,6,6,14,3,2,2,3,1,5,4,13,3,5,0,1,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,4,2,2,6,5,1,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,1,1,2,0,0,0,4,2,1,1,0,3,0,0,0,0,0,4,1,1,0,0,1,6,5,4,0,1,0,0,0,17,1,7,5,4
40 - Α' Πειραιώς,140 E.T. Δήμου Πειραιώς,527,359,3,4,7,352,199,41,24,93,39,37,64,12,63,0,11,20,18,5,18,4,17,1,2,4,6,4,3,1,8,3,1,1,1,1,0,0,8,2,1,1,0,0,1,1,7,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5,2,1,1,0,3,0,0,4,2,0,0,5,1,1,7,4,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,4,2,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,3,2,2,1,0,0,0,0,17,3,12,4,3
40 - Α' Πειραιώς,141 E.T. Δήμου Πειραιώς,530,347,5,2,7,340,161,31,23,76,31,29,61,2,48,0,6,6,8,10,6,4,20,2,6,2,7,5,3,0,23,13,3,3,4,1,6,1,15,3,3,0,3,0,5,3,7,2,3,2,0,4,1,3,0,3,2,2,2,0,0,0,2,1,0,1,0,0,0,0,4,1,2,0,7,4,4,10,4,2,1,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,4,4,4,2,1,0,0,0,0,4,2,1,0,1,0,4,1,15,3,10,5,0
40 - Α' Πειραιώς,142 E.T. Δήμου Πειραιώς,534,344,4,5,9,335,159,36,25,62,25,29,68,11,65,0,15,15,12,7,12,15,14,2,0,7,5,6,2,1,25,14,4,1,3,4,4,8,9,4,2,1,2,0,1,0,8,1,3,1,1,2,1,2,2,2,1,1,1,0,0,0,3,1,0,0,1,2,0,0,3,0,1,0,4,2,2,7,2,2,0,3,3,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,14,5,2,5,1,7,0,0,1,1,1,2,2,0,0,0,0,3,0,1,1,0,0,0,0,10,1,6,6,3
40 - Α' Πειραιώς,143 E.T. Δήμου Πειραιώς,529,359,7,2,9,350,198,43,31,101,39,38,66,4,58,0,8,12,16,6,19,1,12,2,4,2,1,3,1,1,18,8,1,3,5,1,7,5,14,3,2,3,0,0,2,7,11,1,1,2,1,3,3,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,2,1,2,2,2,2,2,12,5,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,2,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,8,1,4,4,1
40 - Α' Πειραιώς,144 E.T. Δήμου Πειραιώς,530,335,1,0,1,334,157,30,24,66,22,29,70,11,59,0,5,15,18,6,18,9,24,3,5,6,6,8,0,4,29,12,1,3,5,5,5,6,9,2,1,2,2,0,3,3,11,1,3,1,0,4,1,1,1,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,1,2,2,4,2,2,4,0,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,0,4,2,2,2,2,2,1,0,15,3,6,7,4
