ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΓΙΑΝΝΙΚΟΥΡΗΣ ΑΝΤΩΝΙΟΣ του Εμμανουήλ,ΕΜΜΑΝΟΥΗΛ ΑΙΚΑΤΕΡΙΝΗ-ΣΤΥΛΙΑΝΗ του Αντωνίου,ΙΑΤΡΙΔΗ ΤΣΑΜΠΙΚΑ (ΜΙΚΑ) του Ιωάννη,ΚΟΝΣΟΛΑΣ ΕΜΜΑΝΟΥΗΛ (ΜΑΝΟΣ) του Νικία,ΠΑΠΠΑΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΥΨΗΛΑΝΤΗΣ ΒΑΣΙΛΕΙΟΣ-ΝΙΚΟΛΑΟΣ του Αναστασίου,ΦΤΑΚΛΑΚΗ ΠΑΡΑΣΚΕΥΗ-ΕΛΕΥΘΕΡΙΑ (ΛΙΤΣΑ) του Παναγιώτη,ΣΥΡΙΖΑ,ΤΣΙΠΡΑΣ ΑΛΕΞΙΟΣ του Παύλου,ΓΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Θωμά,ΓΙΑΝΝΑΡΟΥ ΣΤΥΛΙΑΝΗ (ΣΤΕΛΛΑ) του Νικολάου,ΚΑΜΑΤΕΡΟΣ ΗΛΙΑΣ του Ιωάννη,ΚΑΡΑΓΙΑΝΝΗ ΧΡΥΣΟΥΛΑ (ΧΡΥΣΑ) του Σάββα,ΚΑΣΣΑΡΑΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΣΑΡΑΝΤΗ ΑΙΚΑΤΕΡΙΝΗ (ΚΑΤΕΡΙΝΑ) του Βασιλείου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΒΟΛΟΝΑΚΗ ΑΙΚΑΤΕΡΙΝΗ του Μιχαήλ,ΓΑΒΑΛΑ ΚΑΤΕΡΙΝΑ του Νικολάου,ΚΟΥΝΑΚΗΣ ΠΑΝΑΓΙΩΤΗΣ του Πέτρου,ΝΙΚΗΤΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΟΙΚΟΥΤΑ ΕΛΕΥΘΕΡΙΑ του Ευριπίδη,ΧΑΝΙΩΤΗΣ ΜΙΧΑΗΛ του Φραγκίσκου,ΧΑΤΖΗΔΙΑΚΟΣ ΦΩΤΙΟΣ του Στέργου,Κ.Κ.Ε.,ΑΓΓΕΛΟΥ ΙΩΑΝΝΗΣ του Γεωργίου,ΓΟΥΡΛΑ ΔΕΣΠΟΙΝΑ του Νικολάου,ΚΟΥΝΤΟΥΡΗ ΘΕΑΝΩ του Εμμανουήλ,ΜΑΚΡΗ ΚΥΡΙΑΚΗ (ΚΙΚΗ) του Νικολάου,ΠΟΤΣΟΣ ΚΑΛΕΤΟΣ (ΤΑΚΗΣ) του Κωνσταντίνου,ΤΣΟΥΚΑΛΑΣ ΓΕΩΡΓΙΟΣ του Μάμμα,ΦΡΑΖΗΣ ΝΙΚΟΛΑΟΣ ΝΕΚΤΑΡΙΟΣ του Γεωργίου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΝΤΩΝΟΓΛΟΥ ΜΑΡΙΚΑ του Κυριάκου,ΓΑΒΑΛΑΣ ΧΑΡΑΛΑΜΠΟΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΚΑΛΥΜΙΑΛΑΡΗΣ ΜΙΧΑΗΛ του Ιωάννη,ΚΑΡΑΜΠΑΤΗΣ ΜΙΧΑΗΛ του Ιωάννη,ΛΥΚΟΠΑΝΤΗ ΕΙΡΗΝΗ του Ηλία,ΜΑΝΟΥΣΟΥ ΕΛΕΝΗ του Δαμιανού,ΠΑΠΟΥΤΣΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Στέφανου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΛΑΒΕΡΑΣ ΦΙΛΙΠΠΟΣ του Κωνσταντίνου,ΚΑΝΕΤΑΚΗΣ ΓΕΩΡΓΙΟΣ του Θεμιστοκλή,ΚΟΡΑΚΙΑΝΙΤΗ ΠΑΡΑΣΚΕΥΗ (ΒΟΥΛΑ) του Σπυρίδωνα,ΜΠΑΡΑΚΑΣ ΑΘΑΝΑΣΙΟΣ του Αντωνίου,ΠΑΠΑΓΕΩΡΓΙΟΥ ΔΗΜΗΤΡΙΟΣ του Σάββα,ΣΟΥΛΟΥ ΑΝΝΑ (ΑΝΝΕΤΑ) του Νικολάου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΚΑΝΛΗ ΜΑΡΙΑ του Ελπιδοφόρου,ΜΕΝΤΙΣΟΠΟΥΛΟΥ ΑΝΝΑ του Κυριάκου,ΜΠΕΛΛΟΣ ΑΠΟΣΤΟΛΟΣ του Βασιλείου,Κ.Κ.Ε. (μ-λ),ΜΠΑΚΑΣ ΑΓΓΕΛΟΣ του Βασιλείου,Ο.Κ.Δ.Ε.,ΚΟΛΙΟΥ ΞΑΝΘΗ του Ιωάννη,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΑΘΟΠΟΥΛΗ ΧΡΥΣΑΝΘΗ ΑΛΚΗΣΤΗ του Σακελλάριου Νικόλαου,ΚΟΜΗΝΕΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΚΥΠΡΙΩΤΗΣ ΛΑΜΠΡΟΣ του Μιχαήλ,Κίνημα 21,ΔΗΜΗΤΡΑΚΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΑΦΣΑΡΙΔΗ ΚΡΥΣΤΑΛΙΑ του Προδρόμου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΒΡΟΥΒΑΣ ΓΕΩΡΓΙΟΣ του Αντωνίου,ΚΑΠΕΤΑΝΑΚΗ ΙΩΑΝΝΑ του Ανδρέα,ΣΤΕΦΑΝΑΚΗ ΜΑΡΙΑ του Χρήστου,ΝΙΚΗ,ΝΤΟΥΦΑΣ ΘΕΟΦΑΝΗΣ του Γεωργίου,ΠΑΠΑΣΤΑΜΑΤΑΚΗΣ ΣΤΑΜΑΤΙΟΣ του Γεωργίου,ΠΑΡΑΣΧΗ ΑΝΑΣΤΑΣΙΑ του Αντωνίου,κοινωνία αξιών,ΧΙΩΤΙΝΗ (ΚΥΒΕΛΟΥ) ΣΤΕΛΛΑ-ΣΟΦΙΑ του Ιωάννου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΓΑΖΑΚΗ ΖΩΗ του Παντελή,Ο.Α.Κ.Κ.Ε.,ΚΑΡΑΚΑΤΣΑΝΗΣ ΦΡΑΝΤΖΕΣΚΟΣ του Ιωάννη,Μ-Λ Κ.Κ.Ε.,ΑΜΑΛΛΟΥ ΘΕΜΙΣ του Αναστάσιου,Ελλήνων Συνέλευσις,ΗΡΑΚΛΕΙΔΗΣ ΕΥΑΓΓΕΛΟΣ του Νικολάου,ΚΑΛΑΒΡΙΑ ΓΕΩΡΓΙΑ του Μιχαήλ,ΜΟΣΧΗ ΤΣΑΜΠΙΚΑ του Κυριάκου,ΜΠΕΛΕΓΡΗΣ ΣΩΤΗΡΙΟΣ ΣΑΒΒΑΣ του Ηλία,ΠΑΠΑΔΟΠΟΥΛΟΥ ΠΑΡΘΕΝΑ του Αντωνίου,ΦΕΛΕΚΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Παναγιώτη,ΧΑΤΖΗΔΗΜΗΤΡΙΟΥ ΕΜΜΑΝΟΥΗΛ του Ευστάθιου,Ένωση Κεντρώων,ΑΝΔΡΕΑΔΗΣ ΔΙΑΜΑΝΤΗΣ του Ευστρατίου,ΑΧΛΑΔΗ ΤΟΥΛΑ (ΠΑΜΕΛΑ) του Νικολάου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΖΑΧΑΡΙΑΣ ΣΑΒΒΑΣ του Παναγιώτη,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΧΑΡΑΛΑΜΠΙΔΗΣ ΑΛΕΞΙΟΣ του Γεωργίου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΤΖΑΝΗΣ (ΖΑΝΝΗΣ) ΙΩΑΝΝΗΣ του Νικολάου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΧΑΛΚΙΤΗΣ ΔΗΜΗΤΡΙΟΣ του Μιχαήλ,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΠΕΤΡΟΠΟΥΛΟΣ ΑΝΑΣΤΑΣΙΟΣ του Βασιλείου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΧΑΤΖΗΙΩΑΝΝΟΥ ΕΥΑΓΓΕΛΟΣ του Γεωργίου,Οικολόγοι Πράσινοι,ΔΕΛΛΑΤΟΛΑ ΑΝΝΑ του Ματθαίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΖΑΖΑΝΗ ΑΘΑΝΑΣΙΑ του Αναστασίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΘΑΝΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αθανασίου,ΛΑΪΝΑ ΜΑΡΙΑ του Αθανασίου,ΠΑΝΑΗ ΕΥΑΓΓΕΛΙΑ του Μιχαήλ,ΣΑΒΒΙΔΑΚΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ (ΚΩΣΤΗΣ) του Νικολάου,ΧΑΛΚΙΑΣ ΙΩΑΝΝΗΣ του Βασιλείου
52 - Δωδεκανήσου,150 E.T. Δήμου Κω,553,280,10,1,11,269,143,63,7,40,61,40,22,6,52,0,3,4,30,8,4,2,28,4,15,1,19,1,2,3,6,1,2,0,5,0,0,1,12,4,2,7,1,1,3,1,5,0,2,2,1,0,2,4,3,0,2,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,1,4,3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,2,2,1,0,0,0,2,2,0,0,3,0,2,1,0,0
52 - Δωδεκανήσου,151 E.T. Δήμου Κω,593,312,11,1,12,300,149,70,3,38,35,48,28,7,38,0,6,1,19,5,4,7,38,4,15,1,18,0,0,8,18,7,0,1,12,0,2,3,13,3,4,4,0,1,2,0,8,1,1,1,0,0,0,3,1,3,0,1,0,0,0,1,0,0,0,1,1,2,1,6,1,1,1,3,3,0,1,0,0,0,0,0,0,0,0,3,1,1,1,1,0,1,1,1,0,0,0,0,3,3,0,0,1,0,4,3,0,0,0,0,1,1,6,1,0,1,4,0
52 - Δωδεκανήσου,152 E.T. Δήμου Κω,537,287,15,1,16,271,138,73,11,29,33,49,22,7,50,0,1,10,34,4,2,8,27,4,11,1,19,0,0,3,11,3,1,1,9,0,1,0,12,2,3,6,1,1,1,0,5,1,0,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,2,1,0,7,4,4,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,5,3,0,0,4,2,0,0,1,1,1,0,0,0
52 - Δωδεκανήσου,153 E.T. Δήμου Κω,535,283,6,4,10,273,124,56,1,23,45,30,27,7,55,0,6,3,32,5,3,4,26,1,14,4,18,1,1,3,12,2,1,0,10,1,0,1,12,1,1,9,1,0,2,4,9,3,6,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,2,1,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,6,1,1,0,0,1,1,2,1,3,1,0,0,10,5,4,3,2,2
52 - Δωδεκανήσου,154 E.T. Δήμου Κω,533,322,13,0,13,309,150,67,7,25,33,54,23,3,43,0,5,0,26,5,4,1,47,2,22,1,22,2,2,5,9,1,0,2,7,0,0,2,13,0,2,8,1,1,0,6,8,1,0,1,3,1,3,3,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,5,2,0,1,5,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,2,2,3,2,0,0,1,1,4,2,0,0,3,1,0,0,7,4,5,2,1,0
52 - Δωδεκανήσου,155 E.T. Δήμου Κω,521,283,17,0,17,266,143,74,12,33,35,46,14,12,26,0,4,5,12,4,3,1,38,2,21,1,18,0,0,5,13,5,3,1,10,0,1,1,6,3,1,3,0,0,1,0,4,2,3,0,1,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,5,3,0,2,10,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,2,0,0,0,0,3,3,0,0,4,2,0,0,6,2,3,2,0,1
52 - Δωδεκανήσου,156 E.T. Δήμου Κω,517,281,4,2,6,275,146,75,9,20,33,61,27,4,43,0,5,1,29,1,2,5,29,2,18,2,18,1,2,0,8,2,1,1,7,0,0,1,10,2,3,6,0,1,0,0,7,2,3,1,0,3,3,0,0,0,0,0,0,1,1,0,0,0,0,3,1,0,0,3,2,2,1,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,0,0,1,1,1,1,0,0,3,1,3,1,7,3,3,0,3,1
52 - Δωδεκανήσου,157 E.T. Δήμου Κω,565,319,6,2,8,311,163,91,6,5,45,54,20,8,55,0,9,2,30,2,6,3,21,5,6,2,11,0,1,2,11,4,2,2,8,0,0,0,24,3,5,17,0,1,3,3,6,1,0,1,1,0,2,4,3,3,1,0,0,0,0,0,0,0,0,3,0,1,0,5,3,0,0,6,3,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,2,0,0,1,1,0,0,4,0,3,2,0,0
52 - Δωδεκανήσου,158 E.T. Δήμου Κω,565,310,14,3,17,293,150,73,11,33,33,55,22,10,38,0,3,3,19,1,1,4,32,4,24,2,18,0,1,2,11,2,0,3,6,1,0,1,18,5,5,10,3,2,1,1,7,4,1,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,4,3,0,0,6,5,3,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,6,4,1,1,6,4,0,0,6,0,2,2,0,0
52 - Δωδεκανήσου,159 E.T. Δήμου Κω,534,303,4,1,5,298,180,104,10,43,42,59,31,8,40,0,3,3,31,4,2,1,25,2,15,0,16,0,1,5,8,1,0,1,4,1,1,1,12,5,4,5,1,1,0,1,8,1,1,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,2,1,0,0,1,0,2,1,4,0,0,0,4,1,2,1,0,0
52 - Δωδεκανήσου,160 E.T. Δήμου Κω,529,282,16,2,18,264,149,90,8,38,43,52,15,10,43,0,2,3,22,3,4,4,24,5,9,3,13,0,1,5,10,3,3,0,9,1,0,1,12,1,6,6,0,0,0,5,7,0,2,1,0,2,2,2,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
52 - Δωδεκανήσου,161 E.T. Δήμου Κω,528,295,6,4,10,285,142,62,7,43,35,46,21,8,34,0,7,1,25,2,1,2,39,7,19,0,16,0,1,2,10,3,1,0,7,1,1,1,22,3,6,12,0,1,0,4,3,0,1,0,1,0,0,3,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,3,2,0,1,9,5,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,1,1,0,0,1,1,4,3,1,0,1,1,0,0,7,0,4,2,0,0
52 - Δωδεκανήσου,162 E.T. Δήμου Κω,520,280,7,2,9,271,133,75,2,23,36,44,44,5,49,0,4,3,25,9,2,3,37,5,27,2,19,0,1,3,11,3,2,0,8,0,2,0,7,2,3,2,1,0,3,0,7,4,0,3,2,1,4,0,0,0,0,1,0,0,0,1,1,1,0,2,0,0,0,1,1,0,0,7,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,0,1,1,2,2,0,0,2,2,0,0,5,1,4,2,1,1
52 - Δωδεκανήσου,163 E.T. Δήμου Κω,540,313,7,2,9,304,161,80,5,24,46,56,35,7,46,0,3,1,34,2,4,5,33,2,17,2,20,1,0,3,20,2,7,3,12,1,3,1,7,0,1,5,0,3,0,1,9,1,2,2,2,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,7,4,0,0,3,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,9,1,3,2,0,1
52 - Δωδεκανήσου,164 E.T. Δήμου Κω,538,291,5,1,6,285,134,76,5,29,22,39,21,6,28,0,3,0,21,1,2,1,36,5,22,2,18,1,1,6,14,4,3,2,7,0,2,0,27,8,0,13,2,4,2,4,5,0,2,1,0,0,1,4,3,2,2,0,0,0,0,2,1,1,0,3,2,1,1,4,4,0,0,6,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,0,2,1,5,3,0,0,2,1,1,1,0,0,5,3,0,0,2,0,1,1,0,0
52 - Δωδεκανήσου,165 E.T. Δήμου Κω,547,327,6,3,9,318,174,88,14,40,44,48,25,11,56,0,3,3,38,6,1,11,41,3,25,3,28,2,0,4,11,1,2,2,7,0,1,1,7,2,1,3,0,1,1,0,2,0,0,1,0,0,1,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,2,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,1,1,3,2,2,1,0,0,3,2,0,0,2,2,0,0,5,0,3,3,1,1
52 - Δωδεκανήσου,166 E.T. Δήμου Κω,535,314,7,4,11,303,145,69,6,34,42,58,21,8,50,0,2,3,24,4,5,4,37,7,20,1,22,1,1,5,11,3,2,2,8,0,0,0,21,2,4,10,2,1,4,2,7,2,1,3,1,2,3,4,2,0,3,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,2,1,2,1,0,0,8,5,1,0,7,3,6,1,2,1
52 - Δωδεκανήσου,167 E.T. Δήμου Νισύρου,439,170,1,0,1,169,61,10,0,10,24,9,23,8,40,0,5,5,29,7,2,4,28,5,10,1,20,0,2,2,7,1,0,0,5,0,1,0,2,0,0,1,0,2,1,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,12,0,12,2,1,0
52 - Δωδεκανήσου,168 E.T. Δήμου Νισύρου,431,148,0,0,0,148,55,6,4,9,24,9,32,3,24,0,2,2,10,1,2,5,18,2,2,0,15,0,1,1,8,2,1,1,5,1,1,1,5,0,0,3,0,0,0,0,5,0,0,4,1,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,3,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,5,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,19,0,19,0,3,0
52 - Δωδεκανήσου,169 E.T. Δήμου Νισύρου,452,206,3,1,4,202,79,15,2,22,26,18,40,0,42,0,11,0,15,14,3,2,24,3,1,6,15,0,0,3,8,0,0,2,2,1,0,0,7,4,2,2,0,1,0,2,9,2,1,2,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,2,1,1,1,0,0,1,0,0,0,1,0,0,0,13,0,13,1,2,0
52 - Δωδεκανήσου,170 E.T. Δήμου Νισύρου,531,133,2,0,2,131,49,1,0,28,16,14,28,1,31,0,6,3,23,8,1,5,15,0,2,2,13,1,0,1,8,0,4,0,6,1,0,0,2,0,2,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,13,3,10,2,3,1
52 - Δωδεκανήσου,171 E.T. Δήμου Νισύρου,333,44,1,0,1,43,14,1,1,8,3,3,2,3,6,0,1,0,4,0,1,0,18,2,1,0,18,1,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0
52 - Δωδεκανήσου,172 E.T. Δήμου Μεγίστης,1068,387,17,6,23,364,177,19,24,40,35,48,55,20,51,0,6,3,4,9,16,3,47,18,8,18,11,7,5,4,16,5,1,1,2,2,1,2,23,1,0,3,3,3,3,13,14,3,3,2,2,1,2,5,2,4,2,2,1,0,0,1,0,1,1,2,0,0,0,3,1,1,0,9,3,2,4,0,0,1,1,0,0,0,0,2,1,1,1,1,0,0,0,2,1,1,1,1,0,0,0,0,1,1,1,1,0,0,2,1,0,0,4,0,1,0,1,1
52 - Δωδεκανήσου,173 E.T. Δήμου Μεγίστης,875,196,5,1,6,190,92,15,9,22,29,32,42,6,21,0,7,1,0,5,9,3,31,7,8,11,12,7,1,11,5,3,1,3,0,2,1,0,13,2,1,0,1,1,0,12,4,1,1,1,1,0,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,0,0,3,2,0,0,2,2,0,0,0,0,1,0,0,0,6,3,3,1,0,1
52 - Δωδεκανήσου,174 E.T. Δήμου Ρόδου,522,329,9,5,14,315,100,10,7,37,39,32,26,3,70,0,19,4,4,42,7,11,75,11,7,4,20,48,1,22,24,2,3,6,2,11,3,10,20,4,3,0,0,5,4,15,3,1,0,1,0,0,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,6,2,0,4,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,2,1,7,0,6,6,0,1
52 - Δωδεκανήσου,175 E.T. Δήμου Ρόδου,525,322,11,1,12,310,84,16,2,36,31,30,23,2,52,0,15,3,5,17,3,8,86,13,13,3,26,70,0,17,22,3,1,6,5,13,2,6,28,11,3,2,3,5,5,13,2,1,1,0,0,1,1,6,2,3,4,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,5,1,2,3,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,3,3,0,0,3,3,0,0,11,1,3,6,0,1
52 - Δωδεκανήσου,176 E.T. Δήμου Ρόδου,519,289,15,3,18,271,85,9,5,37,24,27,26,4,72,0,29,1,2,35,4,8,64,7,3,3,20,50,0,21,17,0,1,4,1,14,0,8,7,2,0,1,0,1,1,5,2,1,1,0,0,2,0,1,1,1,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,2,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,2,0,0,1,0,0,0,6,0,0,3,2,1
52 - Δωδεκανήσου,177 E.T. Δήμου Ρόδου,489,305,2,0,2,303,131,16,6,50,46,50,43,9,61,0,21,3,5,26,5,10,66,6,6,6,13,46,3,25,17,2,2,3,3,11,1,4,6,3,1,1,1,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,2,1,0,0,7,2,3,2,1,1
52 - Δωδεκανήσου,178 E.T. Δήμου Ρόδου,521,345,5,3,8,337,121,12,5,52,43,58,32,10,76,0,18,1,5,38,12,18,87,5,4,6,22,81,1,18,17,3,0,3,2,14,0,6,6,3,1,0,0,2,0,4,6,1,2,1,2,1,2,3,1,2,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,5,2,4,1,0,0,3,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,5,0,1,1,1,2
52 - Δωδεκανήσου,179 E.T. Δήμου Ρόδου,498,310,12,1,13,297,120,21,1,42,45,54,26,9,39,0,15,5,2,14,1,7,85,8,6,10,17,69,0,17,16,0,2,8,4,7,0,3,7,6,2,0,0,3,1,2,5,0,0,1,0,3,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,1,4,3,0,0,0,0,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,1,2,6,4,1
52 - Δωδεκανήσου,180 E.T. Δήμου Ρόδου,498,344,19,2,21,323,119,18,16,41,48,31,41,8,68,0,24,2,3,32,6,21,74,7,10,1,33,58,1,14,20,3,1,8,0,14,0,6,15,4,5,0,1,1,4,9,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,2,0,0,2,1,1,0,0,1,1,1,0,0,1,1,0,0,3,2,1,1,0,0,2,2,0,0,8,2,2,4,4,2
52 - Δωδεκανήσου,181 E.T. Δήμου Ρόδου,505,323,5,1,6,317,125,21,7,54,45,27,43,9,71,0,27,4,5,35,11,14,73,13,11,12,18,54,0,13,16,2,3,4,0,11,1,5,12,1,2,2,0,2,3,9,4,1,1,1,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,2,0,0,0,5,3,2,2,1,0
52 - Δωδεκανήσου,182 E.T. Δήμου Ρόδου,520,335,7,2,9,326,123,21,3,39,40,55,30,7,55,0,19,6,4,24,2,20,86,12,8,10,21,66,1,21,21,1,1,3,2,14,0,12,10,2,2,1,0,1,1,6,5,0,0,1,2,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,2,4,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,1,1,1,1,10,1,4,8,1,0
