ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΖΕΜΠΙΛΗΣ ΑΘΑΝΑΣΙΟΣ του Γεωργίου,ΚΑΡΑΜΠΑΤΣΩΛΗ ΚΩΝΣΤΑΝΤΙΝΑ του Θεοδώρου,ΚΑΡΒΕΛΑΣ ΣΤΥΛΙΑΝΟΣ (ΣΤΕΛΙΟΣ) του Ιωάννη,ΚΕΔΙΚΟΓΛΟΥ ΣΥΜΕΩΝ (ΣΙΜΟΣ) του Βασιλείου,ΛΑΓΟΣ ΦΩΤΙΟΣ του Κωνσταντίνου,ΠΝΕΥΜΑΤΙΚΟΣ ΣΠΥΡΙΔΩΝ του Γεωργίου,ΣΤΑΜΑΤΕΑ-ΒΑΡΔΟΥΛΑΚΗ ΑΝΑΣΤΑΣΙΑ του Κωνσταντίνου,ΤΡΙΓΩΝΗ ΠΑΝΑΓΙΩΤΑ (ΓΙΩΤΑ) του Μάνθου-Κωνσταντίνου,ΣΥΡΙΖΑ,ΑΚΡΙΩΤΟΥ ΘΕΟΔΩΡΑ του Γεωργίου,ΑΠΟΣΤΟΛΟΥ ΕΥΑΓΓΕΛΟΣ του Δημητρίου,ΓΙΑΧΟΛΛΑΡΗ ΑΓΓΕΛΟΣ ΔΙΟΝΥΣΙΟΣ του Νίκο,ΘΑΛΑΣΣΙΝΟΥ ΑΛΕΞΑΝΔΡΑ του Γεωργίου,ΚΕΔΙΚΟΓΛΟΥ ΣΥΜΕΩΝ του Άγγελου,ΛΙΒΑΝΙΟΥ ΖΩΗ του Ευάγγελου,ΦΡΥΓΑΝΙΩΤΗ ΕΥΛΑΜΠΙΑ (ΒΑΝΑ) του Γεωργίου,ΧΑΤΖΗΓΙΑΝΝΑΚΗΣ ΜΙΛΤΙΑΔΗΣ του Ευάγγελου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΘΕΟΔΩΡΟΥ ΑΛΕΞΑΝΔΡΟΣ του Ιωάννη,ΚΑΖΑΝΗ ΑΙΚΑΤΕΡΙΝΗ του Νικολάου,ΚΑΛΑΒΡΗΣ ΙΩΑΝΝΗΣ του Αθανασίου,ΚΙΟΥΚΗ ΜΑΡΙΑ του Κωνσταντίνου,ΜΠΟΥΡΑΝΤΑΣ ΓΕΩΡΓΙΟΣ του Αθανασίου,ΣΟΥΡΡΑΣ ΙΩΑΝΝΗΣ του Σπυρίδωνος,ΤΑΡΤΗΣ ΑΘΑΝΑΣΙΟΣ του Γεωργίου,ΤΟΥΛΟΥΜΗ ΑΝΝΑ - ΕΙΡΗΝΗ του Νικολάου,Κ.Κ.Ε.,ΑΥΛΩΝΙΤΗ ΔΗΜΗΤΡΑ (ΤΑΝΙΑ) του Ευαγγέλου,ΓΕΩΡΓΑΝΤΖΗΣ ΕΥΑΓΓΕΛΟΣ του Κωνσταντίνου,ΜΑΡΙΝΟΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΜΟΥΤΟΥΣΙΔΗΣ ΣΤΕΦΑΝΟΣ του Γεωργίου,ΠΑΠΑΣΩΤΗΡΙΟΥ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΠΥΘΟΥΛΑ ΓΕΩΡΓΙΑ ΔΕΣΠΟΙΝΑ του Παρασκευά,ΤΖΑΒΑΡΑΣ ΙΩΑΝΝΗΣ του Ευαγγέλου Αντωνίου,ΤΣΙΒΙΚΑ ΓΡΑΝΕΤΑ του Ευαγγέλου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΡΜΟΝΗΣ ΒΑΣΙΛΕΙΟΣ του Νικολάου,ΓΙΑΠΑΠΠΑ ΕΥΑΓΓΕΛΙΑ του Ευσταθίου,ΚΑΤΣΙΑΜΑΚΑΣ ΙΩΑΝΝΗΣ του Σπυρίδωνος,ΛΙΩΝΗΣ ΕΥΑΓΓΕΛΟΣ του Ιωάννη,ΜΠΑΣΟΥΚΟΣ ΑΠΟΣΤΟΛΟΣ του Ανέστη,ΠΑΠΑΝΔΡΕΟΥ ΔΑΥΙΔ- ΕΥΣΤΑΘΙΟΣ του Νικολάου,ΤΣΑΛΑΜΑΝΙΟΥ ΑΜΒΡΟΣΙΑ του Στρατηγάκη,ΤΣΙΜΠΟΥ ΦΩΤΕΙΝΗ του Χρήστου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΛΕΞΙΟΥ ΔΗΜΗΤΡΙΟΣ του Ευαγγέλου,ΕΛΕΥΘΕΡΙΑΔΟΥ ΔΕΣΠΟΙΝΑ του Σωκράτη,ΚΑΡΑΠΑ ΑΓΓΕΛΙΚΗ του Ιωάννη,ΚΩΝΣΤΑΝΤΙΝΙΔΗΣ ΕΥΘΥΜΙΟΣ (ΜΑΚΗΣ) του Ιωάννη,ΠΑΠΑΛΥΜΠΕΡΗΣ ΙΣΙΔΩΡΟΣ του Δημητρίου,ΡΟΓΚΑ ΣΠΥΡΙΔΑ (ΙΡΙΔΑ) του Γεωργίου,ΣΤΟΥΡΝΑΡΑΣ ΙΩΑΝΝΗΣ-ΛΑΖΑΡΟΣ του Κωνσταντίνου,ΧΑΤΖΗΚΑΛΥΜΝΙΟΥ ΔΗΜΗΤΡΑ του Στέργου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΚΟΡΔΩΝΗ ΣΟΦΙΑ του Αθανασίου,ΚΥΡΙΑΖΗΣ ΕΥΑΓΓΕΛΟΣ του Κωνσταντίνου,ΤΟΥΛΙΤΣΗΣ ΕΠΑΜΕΙΝΩΝΔΑΣ του Κωνσταντίνου,ΦΟΝΤΟΡ ΕΛΕΝΑ του Αντρέι,ΧΡΙΣΤΟΦΑΚΗΣ ΕΜΜΑΝΟΥΗΛ του Ιωάννη,Κ.Κ.Ε. (μ-λ),ΤΣΙΛΙΧΡΗΣΤΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,Ο.Κ.Δ.Ε.,ΔΗΜΑΤΑ ΑΝΑΣΤΑΣΙΑ του Παναγιώτη,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΘΕΟΤΟΚΑΤΟΣ ΛΟΥΚΑΣ του Ανδρέα,ΚΙΤΣΟΣ ΙΩΑΝΝΗΣ του Ζώη,ΚΟΥΡΝΟΠΟΥΛΟΥ ΑΝΤΩΝΙΑ του Δημοσθένη,ΜΠΕΝΖΕΛΟΥΝ ΑΡΑΜΠΙ ΣΟΦΙΑ του Αμπτελσαμάντ,ΜΠΟΥΣΟΥΛΑΣ ΘΕΟΔΩΡΟΣ του Χαραλάμπους,ΤΡΑΧΑΝΑΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,Κίνημα 21,ΜΟΣΣ ΕΒΕΛΙΝΑ – ΓΕΩΦΡΑΝΑ του Ντόναλντ,ΡΕΓΚΟΥΚΟΣ ΣΤΑΜΑΤΙΟΣ του Θεόδωρου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΦΟΥΣΤΕΡΗΣ ΙΩΑΝΝΗΣ του Νικήτα,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΑΘΑΝΑΣΙΑΔΗ ΝΑΤΑΛΙΑ του Ιωάννη,ΠΟΛΙΤΗΣ ΧΡΗΣΤΟΣ του Ιωάννη,ΣΤΑΜΑΤΙΟΥ ΧΡΗΣΤΟΣ του Ιωάννη,ΝΙΚΗ,ΤΣΟΚΑΣ ΑΘΑΝΑΣΙΟΣ του Νικολάου,κοινωνία αξιών,ΠΑΝΑΓΙΩΤΟΥ ΑΛΕΞΑΝΔΡΑ του Δημητρίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΒΑΛΒΗ ΜΑΡΙΑ του Νικολάου,ΓΑΖΑΚΗ ΘΕΑΝΩ του Κωνσταντίνου,ΜΗΤΣΑΣ ΔΗΜΗΤΡΙΟΣ του Παντελή,Ο.Α.Κ.Κ.Ε.,ΜΗΛΤΣΟΥ ΒΑΣΙΛΙΚΗ του Στεφάνου,Μ-Λ Κ.Κ.Ε.,ΖΩΓΡΑΦΟΥ ΣΟΥΛΤΑΝΑ του Κωνσταντίνου,Ελλήνων Συνέλευσις,ΘΕΜΕΛΗΣ ΧΡΙΣΤΟΦΟΡΟΣ του Ιωάννη,ΙΑΚΩΒΟΥ ΑΝΑΣΤΑΣΙΑ του Πέτρου,Ένωση Κεντρώων,ΓΙΑΝΝΑΚΟΥΡΗ ΑΝΝΑ - ΜΑΡΙΑ του Αναστασίου,ΓΚΑΒΑΛΗΣ ΝΙΚΟΛΑΟΣ του Προκοπίου,ΔΡΟΥΛΙΑΣ ΕΥΘΥΜΙΟΣ του Δημητρίου,ΣΥΡΟΠΟΥΛΟΥ ΕΛΕΝΗ του Κωνσταντίνου,ΤΣΙΜΠΟΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΝΤΕΡΜΠΕΝΤΕΡΗ ΚΡΥΣΤΑΛΛΙΑ του Αθανασίου,ΧΑΡΑΛΑΜΠΟΥΣ ΓΙΑΝΝΗΣ του Ευσταθίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΔΑΥΡΗΣ ΑΛΕΞΑΝΔΡΟΣ του Ανδρέα,ΔΕΔΕΣ ΙΩΑΝΝΗΣ του Αντωνίου,ΛΑΜΠΡΟΥ ΣΤΑΥΡΟΣ του Γεωργίου,ΜΑΛΑ ΛΟΥΚΙΑ του Μιλτιάδη,ΜΑΡΜΑΡΙΝΟΣ ΧΡΗΣΤΟΣ του Αναστασίου,ΜΗΤΣΙΟΠΟΥΛΟΥ ΕΥΘΥΜΙΑ του Αντωνίου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΚΥΜΟΥΡΤΖΗ ΕΛΕΝΗ του Αποστόλου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΓΛΥΤΣΗΣ ΕΜΜΑΝΟΥΗΛ του Γεωργίου,Κ.Ο.Τ.Ε.Σ.,ΜΠΑΪΚΟΥΣΗ ΑΛΕΞΑΝΔΡΑ του Αθανασίου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΚΑΛΟΓΙΑΝΝΗΣ ΚΛΕΑΡΧΟΣ του Κωνσταντίνου,ΜΕΤΑΛΛΗΝΟΥ ΕΥΑΓΓΕΛΙΑ του Σπυρίδωνος,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΤΕΛΙΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,Οικολόγοι Πράσινοι,ΠΟΛΙΤΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Φωκίωνα,ΕΑΝ...,ΠΑΡΙΣΗ - ΚΟΤΣΟΠΟΥΛΗ ΑΙΚΑΤΕΡΙΝΗ του Δημητρίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΝΤΑΛΙΑΝΗΣ ΑΡΓΥΡΙΟΣ του Στεφάνου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ ΖΩΗ του Νικολάου,ΔΡΑΚΟΥΛΗΣ ΑΛΕΞΑΝΔΡΟΣ του Γεωργίου,ΚΑΨΟΡΑΧΗΣ ΑΘΑΝΑΣΙΟΣ του Ευσταθίου,ΡΟΥΜΠΗΣ ΕΥΑΓΓΕΛΟΣ του Ευθυμίου,ΣΤΑΡΑΝΤΖΗ ΜΑΡΙΑ του Γεωργίου
37 - Ευβοιας,118 E.T. Δήμου Ιστιαίας - Αιδηψού,140,73,6,1,7,66,23,11,0,1,12,1,2,6,1,10,0,0,0,0,7,0,0,2,7,0,1,0,1,0,7,0,0,12,0,6,3,0,0,0,0,1,6,0,0,2,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
37 - Ευβοιας,119 E.T. Δήμου Ιστιαίας - Αιδηψού,212,126,3,0,3,123,60,29,0,2,30,3,22,3,2,13,1,2,1,1,7,0,2,2,16,1,3,2,0,0,8,1,0,9,0,8,2,0,5,0,0,0,6,0,0,2,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,2,2,0,0,0,0
37 - Ευβοιας,120 E.T. Δήμου Ιστιαίας - Αιδηψού,239,149,8,1,9,140,77,29,0,0,35,0,19,2,7,10,0,3,0,0,2,2,0,2,20,1,0,2,0,1,19,0,0,3,0,0,2,0,1,1,0,0,14,0,1,7,0,0,8,1,0,3,1,1,1,1,0,0,0,0,5,0,1,0,2,4,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
37 - Ευβοιας,121 E.T. Δήμου Ιστιαίας - Αιδηψού,272,159,3,1,4,155,54,27,2,0,21,0,12,2,3,40,5,9,0,4,19,5,8,6,24,2,2,5,0,4,18,0,0,11,2,5,7,1,2,1,0,2,8,0,1,6,0,0,4,0,1,3,2,3,0,0,0,0,0,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,6,0,1,0,0
37 - Ευβοιας,122 E.T. Δήμου Ιστιαίας - Αιδηψού,219,118,3,0,3,115,41,6,0,0,26,2,14,2,3,21,2,4,0,0,5,0,1,4,14,2,2,0,0,10,11,0,1,4,0,2,0,0,2,0,1,0,4,2,0,1,0,0,2,0,0,3,2,1,0,0,0,0,1,0,9,1,1,1,4,8,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,11,0,1
37 - Ευβοιας,123 E.T. Δήμου Ιστιαίας - Αιδηψού,345,233,6,0,6,227,98,17,2,1,65,4,27,1,0,31,1,12,0,3,12,2,0,3,19,0,4,0,0,0,16,2,0,11,1,3,3,1,1,0,2,3,21,3,0,5,2,0,12,0,2,3,1,0,0,2,0,0,1,0,15,1,1,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,3,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,17,17,0,13,0,1
37 - Ευβοιας,124 E.T. Δήμου Ιστιαίας - Αιδηψού,341,231,2,4,6,225,98,22,1,1,66,2,36,3,2,21,4,5,1,1,11,1,3,4,30,2,7,2,2,1,15,6,1,13,0,1,4,0,8,0,2,0,14,10,1,3,1,1,2,0,1,2,2,0,0,0,1,0,0,1,30,0,1,1,2,29,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0,0,0,4,4,0,3,0,1
37 - Ευβοιας,125 E.T. Δήμου Ιστιαίας - Αιδηψού,454,266,4,1,5,261,87,28,3,1,44,7,23,7,6,44,5,8,3,7,26,5,3,5,22,2,5,1,1,4,13,1,0,44,5,12,26,1,24,5,1,4,22,2,2,10,0,3,7,1,2,6,1,2,1,2,0,0,0,0,9,1,2,0,0,7,1,0,0,0,2,1,1,1,1,0,0,0,0,0,2,2,1,1,0,1,2,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,12,12,1,1,0,6
37 - Ευβοιας,126 E.T. Δήμου Ιστιαίας - Αιδηψού,459,259,1,1,2,257,101,30,5,5,47,3,31,6,2,33,8,9,1,4,16,1,7,4,27,1,5,1,1,2,19,2,1,44,2,15,29,1,16,4,2,2,16,3,2,6,0,0,7,0,0,5,1,1,2,0,1,0,1,0,6,0,0,0,0,6,1,0,0,0,2,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,4,3,3,2,2,0,0,0,1,1,0,0,0,0,4,4,1,0,0,0,0,0,0,1,1,0,0,5,5,1,1,0,1
37 - Ευβοιας,127 E.T. Δήμου Ιστιαίας - Αιδηψού,455,275,2,3,5,270,106,29,4,1,57,4,38,5,10,39,3,6,2,2,24,0,3,12,24,3,1,3,0,5,19,3,1,35,6,9,20,0,14,4,0,1,22,1,0,13,1,0,7,1,1,10,3,2,1,1,1,0,2,2,7,0,0,0,2,7,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,3,1,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,11,11,0,2,0,2
37 - Ευβοιας,128 E.T. Δήμου Ιστιαίας - Αιδηψού,295,214,1,0,1,213,85,46,5,2,32,1,20,6,2,23,3,6,0,5,14,1,3,1,42,1,1,2,1,3,38,5,0,15,1,2,11,0,11,0,0,0,14,5,1,4,2,0,6,0,1,9,7,0,1,0,2,1,0,1,6,0,0,2,0,6,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,10,10,1,4,0,1
37 - Ευβοιας,129 E.T. Δήμου Ιστιαίας - Αιδηψού,490,273,4,1,5,268,89,25,7,6,56,7,9,9,8,68,6,18,2,7,41,5,9,6,25,1,4,3,0,1,20,10,0,37,2,4,24,1,21,3,1,3,13,2,0,7,1,0,2,2,1,1,1,0,0,0,0,0,0,0,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,9,9,1,1,1,2
37 - Ευβοιας,130 E.T. Δήμου Ιστιαίας - Αιδηψού,497,281,8,0,8,273,105,34,7,5,57,12,17,12,5,34,3,12,1,5,20,2,3,6,43,2,7,1,0,2,39,5,3,39,2,1,31,1,32,1,0,2,10,2,2,3,0,0,2,1,1,5,1,2,2,1,0,0,1,0,8,1,0,1,1,8,0,0,0,0,1,0,1,0,0,0,1,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,10,10,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,8,8,2,3,0,0
37 - Ευβοιας,131 E.T. Δήμου Ιστιαίας - Αιδηψού,416,292,3,3,6,286,128,57,4,13,65,3,20,4,8,26,0,11,1,0,15,2,0,0,59,2,4,2,0,4,52,0,0,21,0,1,14,0,16,1,0,1,16,0,0,13,0,0,10,0,2,1,0,0,0,0,0,0,0,0,5,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,0,1,1,1,0,6,4,0,0,0,0,0,0,1,0,0,0,6,6,0,1,0,0,0,0,0,3,3,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0
37 - Ευβοιας,132 E.T. Δήμου Ιστιαίας - Αιδηψού,416,284,5,0,5,279,136,76,3,6,60,0,16,4,11,25,3,12,1,0,10,7,1,3,47,2,2,3,0,1,44,0,1,14,0,2,6,0,8,0,0,0,21,2,0,11,1,1,5,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,3,2,1,1,0,0,0,0,0,0,1,0,3,2,0,1,1,0,0,0,0,7,5,5,2,2,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,3,0,1,0,1,1,2,2,0,1,0,1
37 - Ευβοιας,133 E.T. Δήμου Καρύστου,525,303,11,0,11,292,100,35,4,8,40,10,41,4,2,54,3,21,1,7,14,6,6,6,28,3,2,17,4,3,1,1,2,10,0,0,7,0,0,4,3,2,28,6,5,4,12,3,7,2,2,26,0,2,0,1,19,0,1,1,3,0,0,0,0,0,1,1,0,0,3,0,0,0,0,3,0,0,0,0,3,3,1,0,1,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,1,1,1,0,1,1,1,0,3,1,0,0,0,2,1,3,2,1,0,1,0,9,9,0,1,1,2
37 - Ευβοιας,134 E.T. Δήμου Καρύστου,258,153,2,1,3,150,45,17,5,1,19,2,18,3,3,23,2,11,2,2,7,0,7,4,26,5,2,16,8,3,1,1,0,9,0,0,6,0,0,2,1,0,16,6,2,4,6,2,3,0,1,6,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,1,0,1,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,5,3,0,0,2,2,0,0,0,1
37 - Ευβοιας,135 E.T. Δήμου Καρύστου,351,183,5,1,6,177,73,30,6,6,27,4,23,2,3,37,8,6,1,4,8,4,6,6,24,4,3,13,11,3,0,2,0,9,2,0,7,0,0,2,0,0,9,2,1,1,3,1,0,1,1,6,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,5,0,0,0,0,3,3,3,1,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,2
37 - Ευβοιας,136 E.T. Δήμου Καρύστου,332,170,2,1,3,167,67,28,3,1,29,1,24,1,2,28,1,3,0,0,9,2,10,7,24,3,0,15,4,8,0,0,0,14,2,2,7,3,0,6,0,0,12,3,3,1,7,0,1,0,1,10,1,0,0,0,10,0,0,0,2,1,0,1,0,0,1,1,0,0,2,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
37 - Ευβοιας,137 E.T. Δήμου Καρύστου,562,393,6,3,9,384,162,60,15,11,59,10,60,12,3,54,9,9,3,13,20,4,12,8,43,10,6,17,13,2,1,0,3,21,1,0,15,0,1,8,0,0,22,2,2,3,3,2,8,2,1,15,2,1,1,0,13,2,0,0,6,4,0,1,0,3,1,1,0,0,6,0,0,0,0,2,0,1,0,1,0,0,3,1,3,1,12,7,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,4,2,2,3,0,2,0,1,0,0,1,1,3,2,3,1,2,0,0,1,0,3,1,1,1,0,0,14,14,2,2,0,3
37 - Ευβοιας,138 E.T. Δήμου Καρύστου,562,337,5,0,5,332,137,58,15,4,47,9,53,10,7,49,5,13,3,11,22,4,8,5,34,8,7,16,11,4,2,3,0,27,1,0,24,1,0,17,1,0,20,3,2,1,5,3,6,2,2,13,2,1,2,0,9,0,0,2,1,1,0,0,0,0,0,0,0,0,4,1,0,1,0,3,0,1,1,1,2,0,1,1,0,0,12,11,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,8,2,2,1,3,0,2,1,0,1,1,2,2,0,0,0,4,0,1,1,1,1,0,0,10,10,3,0,2,0
37 - Ευβοιας,139 E.T. Δήμου Καρύστου,562,360,8,3,11,349,126,49,7,1,41,4,51,7,4,54,7,14,1,7,29,10,10,6,49,12,4,27,14,4,1,2,2,36,1,2,21,1,1,20,1,3,20,8,1,5,8,2,2,3,0,22,1,0,0,0,15,1,2,2,1,0,0,0,0,1,2,1,0,0,7,1,0,1,1,6,0,3,0,1,3,1,3,1,1,2,6,4,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,0,1,1,1,1,2,0,1,0,0,1,1,0,0,0,0,6,6,1,2,0,1
37 - Ευβοιας,140 E.T. Δήμου Καρύστου,562,335,9,1,10,325,145,58,15,5,53,13,48,13,11,44,4,8,2,7,20,6,12,10,37,7,4,21,14,5,0,1,2,20,3,1,11,1,0,9,3,3,28,4,6,8,6,5,10,0,2,14,1,3,3,1,11,0,1,3,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,1,1,1,4,3,0,0,0,0,14,11,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,1,5
37 - Ευβοιας,141 E.T. Δήμου Καρύστου,546,330,7,2,9,321,119,50,20,4,36,2,45,11,4,63,11,15,0,8,22,4,8,9,24,3,1,7,10,2,0,4,2,26,2,1,21,0,1,12,1,0,20,7,4,2,3,3,1,0,0,16,1,1,1,0,11,1,0,1,6,1,0,2,0,3,0,0,0,0,5,1,0,0,1,4,3,6,2,6,0,0,1,0,0,1,14,7,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,1,0,2,1,1,1,0,0,1,1,1,1,3,3,2,0,0,0,0,1,1,0,0,9,9,0,1,0,1
37 - Ευβοιας,142 E.T. Δήμου Καρύστου,551,336,6,2,8,328,117,43,14,4,47,17,33,5,5,54,10,10,6,6,25,5,8,9,28,8,2,12,15,4,2,3,0,21,4,1,13,3,1,7,0,1,31,7,8,4,15,6,4,4,4,25,0,0,2,0,22,2,0,0,2,1,0,1,0,1,0,0,0,0,8,0,0,0,1,8,0,5,1,3,2,1,2,1,0,0,8,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,3,1,0,1,0,0,0,0,4,4,2,2,0,0,0,0,0,1,0,1,0,2,1,8,8,0,1,3,1
