ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΑΥΛΩΝΙΤΗ ΑΓΓΕΛΙΚΗ του Γεωργίου,ΓΚΙΚΑΣ ΣΤΕΦΑΝΟΣ του Σωτηρίου,ΚΑΡΥΔΗ ΕΥΑΓΓΕΛΙΑ (ΕΥΑ) του Σπυρίδωνος,ΚΡΟΚΙΔΗΣ ΣΠΥΡΙΔΩΝ του Αλεξάνδρου,ΣΠΥΡΟΥ ΑΓΓΕΛΟΣ του Σπυρίδωνος,ΣΥΡΙΖΑ,ΑΥΛΩΝΙΤΗΣ ΑΛΕΞΑΝΔΡΟΣ - ΧΡΗΣΤΟΣ του Νικολάου,ΓΟΝΙΔΗ-ΔΡΑΖΙΝΟΥ ΜΑΡΙΑ του Φραγκίσκου,ΚΑΛΟΥΔΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΠΑΓΚΡΑΤΗ ΕΛΕΝΗ - ΔΩΡΟΘΕΑ του Στεφάνου,ΠΑΝΔΗ ΝΙΚΟΛΕΤΤΑ του Κωνσταντίνου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΔΡΥ ΜΑΡΙΑ του Γεωργίου,ΚΛΗΜΗΣ ΝΙΚΗΦΟΡΟΣ του Κωνσταντίνου,ΚΟΥΛΟΥΡΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΜΠΙΑΓΚΗΣ ΔΗΜΗΤΡΙΟΣ του Σπυρίδωνος,ΠΕΤΣΙΟΥ ΒΑΣΙΛΙΚΗ (ΛΙΛΑ) του Ιωάννη,Κ.Κ.Ε.,ΚΕΛΑΝΔΡΙΑΣ ΠΑΝΑΓΙΩΤΗΣ του Ιωάννη,ΚΟΥΛΟΥΡΗΣ ΓΕΩΡΓΙΟΣ του Αλέξανδρου,ΜΠΑΛΟΥ ΑΛΕΞΑΝΔΡΑ του Αριστείδη,ΠΕΛΑΗΣ ΙΩΑΝΝΗΣ του Σπυρίδωνα,ΧΑΡΑΛΑΜΠΟΥΣ ΜΥΡΣΙΝΗ του Χαράλαμπου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΑΛΣΑΜΟΣ ΧΑΡΑΛΑΜΠΟΣ του Νικολάου,ΓΑΡΔΙΚΙΩΤΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΚΑΚΑΡΟΥΓΚΑ ΕΛΕΝΗ ΜΑΡΙΑ ΒΙΚΤΩΡΙΑ του Μεθοδίου Ιακώβου,ΜΠΑΛΩΜΕΝΟΣ ΓΑΣΠΑΡΗΣ του Γεωργίου,ΣΟΥΡΛΑ ΒΑΡΒΑΡΑ του Σταύρου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΛΕΞΑΚΗ ΕΥΑΓΓΕΛΙΑ (ΛΙΤΣΑ) του Νικολάου,ΑΡΜΕΝΙΑΚΟΣ ΣΠΥΡΙΔΩΝ (ΒΙΤΟΣ) του Γεωργίου,ΓΕΩΡΓΑΤΟΣ ΙΩΣΗΦ του Σπυρίδωνα,ΚΑΒΒΑΔΙΑΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΚΟΝΤΙΝΗ ΑΓΓΕΛΙΝΑ του Ευγένιου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΒΛΑΧΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΚΩΣΤΕΛΕΤΟΥ ΑΙΚΑΤΕΡΙΝΗ του Κωνσταντίνου,Κ.Κ.Ε. (μ-λ),ΚΟΤΡΩΝΟΥΛΑΣ ΓΡΗΓΟΡΙΟΣ του Δημητρίου,Ο.Κ.Δ.Ε.,ΓΚΟΥΡΔΟΥΚΗ ΜΑΡΙΑ του Σπυρίδωνος,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΡΑΣΑΚΗΣ ΝΙΚΟΛΑΟΣ του Δημητρίου,ΛΙΑΜΠΟΤΗ ΑΝΑΣΤΑΣΙΑ του Σωτηρίου,ΛΙΜΠΕΡΑΤΟΣ ΓΕΩΡΓΙΟΣ ΘΕΟΧΑΡΗΣ του Παναγή,ΝΙΚΟΛΙΤΣΑ ΒΑΣΙΛΙΚΗ του Κωνσταντίνου,ΤΣΑΜΗΣ ΧΡΗΣΤΟΣ του Σάββα,Κίνημα 21,ΛΟΥΚΑΣ ΓΕΩΡΓΙΟΣ του Σπυρίδων,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΘΕΟΛΟΓΗΣ ΑΘΑΝΑΣΙΟΣ του Χαράλαμπου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΚΑΡΑΟΥΖΑ ΒΑΣΙΛΙΚΗ του Σωτηρίου,ΡΩΣΣΗΣ ΣΠΥΡΟΣ ΓΕΡΑΣΙΜΟΣ του Κωνσταντίνου,ΤΖΗΜΕΡΟΥ ΕΡΜΙΟΝΗ του Ηλία,ΝΙΚΗ,ΚΑΡΑΒΙΔΑΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΡΙΚΟΥ ΕΛΕΝΗ- ΣΟΦΙΑ του Σπυρίδωνος,ΤΣΟΥΓΑΝΑΤΟΣ ΓΕΩΡΓΙΟΣ του Αθανασίου,κοινωνία αξιών,ΠΕΤΡΙΤΣΟΠΟΥΛΟΥ ΚΛΕΟΝΙΚΗ (ΝΙΚΗ) του Θεοδώρου - Κωνσταντίνου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΜΕΛΑΝΤΙΝΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αθανασίου,Ο.Α.Κ.Κ.Ε.,ΔΑΛΙΕΤΟΥ ΘΕΟΔΩΡΑ του Μιχαήλ,Μ-Λ Κ.Κ.Ε.,ΤΣΙΡΙΓΩΤΗΣ ΑΘΑΝΑΣΙΟΣ του Δημητρίου,Ελλήνων Συνέλευσις,ΒΑΣΙΛΑΚΗΣ ΣΤΥΛΙΑΝΟΣ του Νικολάου,ΒΕΡΓΗΣ ΑΛΕΞΑΝΔΡΟΣ του Σπυρίδων,ΔΑΣΚΑΛΙΕΡΟΣ ΕΥΓΕΝΙΟΣ του Λεωνίδα,ΛΑΔΟΒΡΕΧΗ ΑΙΚΑΤΕΡΙΝΗ του Σπυρίδων,ΠΑΛΑΙΟΧΩΡΙΤΗ ΕΥΣΤΑΘΙΑ του Δημοσθένη,Ένωση Κεντρώων,ΒΑΡΑΓΓΟΥΛΗ ΑΝΤΩΝΙΑ - ΕΛΕΝΗ του Δημητρίου,ΚΑΒΑΔΕΛΛΑΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΛΑΛΑΠΑΝΟΣ ΝΙΚΟΛΑΟΣ του Σπυρίδωνα,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΒΑΣΙΛΑΚΗΣ ΒΑΓΓΕΛΗΣ του Δημητρίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΒΛΑΧΟΣ ΕΥΑΓΓΕΛΟΣ του Νικολάου,ΚΕΦΑΛΛΩΝΙΤΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΛΙΝΑΡΔΟΥ ΚΛΕΙΩ του Κωνσταντίνου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΤΟΛΗΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,Κ.Ο.Τ.Ε.Σ.,ΛΟΥΒΡΟΣ ΒΑΣΙΛΕΙΟΣ-ΡΩΜΑΝΟΣ του Νικολάου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΓΕΡΟΜΕΡΙΑΤΗ ΜΑΡΙΑ του Δημητρίου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΘΥΜΗΣ ΣΠΥΡΙΔΩΝ του Αλεξίου,ΠΙΚΟΥΛΑ ΧΡΙΣΤΙΝΑ του Δημητρίου,ΕΑΝ...,ΧΡΥΣΙΚΟΠΟΥΛΟΥ ΑΙΚΑΤΕΡΙΝΗ (ΧΑΪΔΩ) του Χριστοφόρου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΜΠΡΙΛΑΚΗ ΕΛΕΥΘΕΡΙΑ του Ευαγγέλου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΒΟΥΡΛΗ ΚΩΛΕΤΤΗ ΒΑΣΙΛΙΚΗ του Αναργύρου,ΓΕΩΡΓΟΠΟΥΛΟΣ ΑΝΤΩΝΙΟΣ - ΣΠΥΡΙΔΩΝ του Νικολάου,ΖΕΡΒΟΥ ΑΡΕΤΟΥΣΑ (ΑΡΕΤΗ) του Γεωργίου
26 - Κέρκυρας,157 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,302,159,5,3,8,151,38,2,20,1,11,2,29,10,2,4,1,9,35,20,1,5,7,1,16,1,2,4,1,7,3,2,0,1,0,0,5,4,0,1,0,0,1,1,0,0,0,0,0,3,1,0,1,1,0,0,0,2,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,8,0,6,2
26 - Κέρκυρας,158 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,329,187,4,3,7,180,57,2,27,2,8,12,44,17,5,7,2,10,20,11,3,3,2,1,10,0,0,3,4,3,12,2,0,7,0,0,7,2,0,0,1,0,11,7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,2,2,1,0,1,2,1,0,0,6,1,3,0
26 - Κέρκυρας,159 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,326,190,3,0,3,187,80,9,45,1,12,9,28,14,1,0,0,8,23,15,0,0,6,1,14,0,0,4,6,2,14,5,2,3,2,1,2,1,0,0,1,0,1,1,0,2,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,10,1,6,2
26 - Κέρκυρας,160 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,496,305,5,2,7,298,112,9,54,6,7,29,68,8,2,6,1,47,35,17,2,0,10,2,31,2,0,4,8,10,13,3,3,1,0,3,5,0,1,0,0,1,4,1,2,0,0,0,0,2,0,0,0,0,1,1,0,3,2,6,0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,2,1,1,3,1,0,0,6,0,1,1
26 - Κέρκυρας,161 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,487,295,16,3,19,276,94,8,51,0,8,22,52,15,2,5,0,22,54,15,2,3,24,9,25,1,0,4,4,14,14,3,1,3,0,0,6,1,0,0,1,0,4,1,3,1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1,1,1,0,2,0,1,0,0,1,0,0,0,11,1,2,6
26 - Κέρκυρας,162 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,379,186,3,2,5,181,95,4,53,3,11,17,28,7,6,2,1,2,18,12,0,1,3,0,8,0,0,4,0,2,4,1,0,1,0,1,5,3,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,3,1,1,1,3,2,1,1,0,0,1,0,1,0,0,0,0,6,0,4,1
26 - Κέρκυρας,163 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,535,312,4,2,6,306,106,5,52,4,10,23,69,22,3,23,3,7,41,17,0,3,14,2,34,1,1,12,9,5,8,2,2,3,0,0,5,0,0,0,0,0,2,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,9,1,7,1,0,0,1,1,0,0,0,0,2,1,0,1,0,0,2,1,0,1,2,2,2,1,0,0,2,1,2,1,2,1,1,0,1,1,0,0,0,12,2,6,1
26 - Κέρκυρας,164 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,422,239,4,0,4,235,76,5,32,3,17,15,50,22,5,11,1,2,26,6,0,2,8,3,10,2,0,2,1,4,18,9,3,2,0,0,5,2,1,0,1,0,8,4,4,0,0,0,0,1,0,0,0,0,0,0,0,2,1,4,0,1,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,4,0,0,4,2,2,2,1,1,1,3,0,2,0,0,0,0,19,2,12,3
26 - Κέρκυρας,165 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,554,340,20,4,24,316,83,3,40,4,15,14,145,108,4,16,7,4,32,6,0,1,17,1,10,1,0,2,2,5,5,1,1,1,0,1,5,1,0,0,2,0,4,1,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,2,1,4,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,4,1,3,1,1,0,0,12,1,5,3
26 - Κέρκυρας,166 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,593,330,12,1,13,317,114,11,68,1,13,14,121,87,3,14,3,6,28,6,0,3,15,0,13,0,0,2,4,5,5,1,2,0,1,0,6,3,0,1,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,1,1,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,3,1,2,2,2,1,1,0,0,0,0,10,1,8,0
26 - Κέρκυρας,167 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,440,267,9,4,13,254,104,1,61,1,9,31,43,23,2,9,1,3,20,1,1,3,9,5,18,2,0,6,2,6,10,4,1,2,0,0,11,3,1,0,1,3,7,3,3,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,1,0,0,2,0,0,0,0,0,3,1,1,1,0,0,2,1,1,2,2,0,0,20,4,10,3
26 - Κέρκυρας,168 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,435,280,11,3,14,266,111,2,54,8,15,22,54,19,9,14,0,5,23,5,0,2,14,0,8,0,0,0,6,2,10,1,2,2,0,0,8,4,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,3,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,2,0,3,0,0,1,0,0,0,3,1,0,3,2,0,0,18,3,6,5
26 - Κέρκυρας,169 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,496,271,5,5,10,261,111,3,36,2,48,19,40,20,5,7,0,2,30,8,1,1,9,3,18,1,0,2,4,5,11,3,1,5,0,0,7,2,0,0,1,0,3,0,1,1,1,0,0,1,0,1,0,0,0,0,0,4,1,1,0,0,0,4,2,2,0,1,1,0,0,1,0,0,0,5,1,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,4,9,3
26 - Κέρκυρας,170 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,448,244,7,1,8,236,60,3,22,3,10,13,55,18,3,12,0,4,21,2,1,0,12,5,34,0,0,10,1,10,10,2,0,6,0,1,10,6,0,1,0,0,4,1,2,2,0,0,0,1,1,0,0,0,0,3,1,1,0,3,0,1,0,7,1,4,0,0,0,0,0,1,1,1,1,7,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,12,1,5,0
26 - Κέρκυρας,171 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,438,213,4,2,6,207,49,0,31,1,6,3,48,11,10,7,1,9,23,2,1,3,14,1,55,2,1,24,7,12,3,0,1,2,0,0,5,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,1,1,1,1,1,2,0,0,0,0,0,0,12,2,4,1
26 - Κέρκυρας,172 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,380,185,7,0,7,178,56,6,29,2,11,4,41,9,1,2,1,21,11,2,0,1,6,1,14,0,0,2,3,8,7,2,1,2,0,2,9,2,0,1,2,1,5,0,2,0,0,0,0,3,0,1,0,2,0,0,0,5,5,5,0,3,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,2,2,1,0,1,1,0,0,0,1,0,0,0,10,1,5,3
26 - Κέρκυρας,173 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,274,180,2,0,2,178,82,4,50,1,18,6,42,11,8,12,1,3,22,3,4,0,9,2,8,2,2,0,1,2,3,0,1,1,0,0,4,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,1,2,2,0,0,5,0,3,0
26 - Κέρκυρας,174 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,293,182,2,2,4,178,72,8,31,5,5,13,48,28,8,3,1,4,13,4,1,0,2,4,8,0,0,3,0,3,7,3,1,1,0,1,7,1,1,1,2,0,3,2,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,6,0,6,0
26 - Κέρκυρας,175 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,302,193,3,0,3,190,62,4,37,5,4,9,45,10,2,15,0,9,21,5,0,2,6,4,6,0,0,3,2,1,22,1,3,16,0,0,5,2,0,0,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,3,1,0,0,1,0,1,0,0,0,0,7,2,4,1
26 - Κέρκυρας,176 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,487,224,2,3,5,219,83,4,38,2,20,8,45,8,9,5,1,14,12,1,0,0,8,1,16,1,1,3,4,3,6,1,0,1,0,0,14,4,0,1,1,1,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,8,0,7,0,1,1,1,0,0,0,0,0,8,0,8,0,0,0,1,1,0,0,0,0,2,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,14,4,5,2
26 - Κέρκυρας,177 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,496,257,3,1,4,253,102,3,47,4,25,10,54,14,13,14,2,4,22,5,2,0,11,2,15,1,1,0,6,5,7,1,0,3,0,1,5,1,0,0,1,1,5,0,4,0,0,0,0,3,0,1,0,0,0,1,1,0,0,1,0,0,0,6,1,4,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,2,2,0,0,0,0,0,24,7,10,3
26 - Κέρκυρας,178 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,295,168,1,1,2,166,47,3,16,0,22,2,26,10,3,2,0,6,23,6,0,2,12,1,28,2,1,5,10,6,5,2,0,1,1,0,5,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,3,1,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,1,0,1,0,0,0,1,1,0,0,0,0,0,15,1,10,3
26 - Κέρκυρας,179 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,316,208,5,0,5,203,82,3,35,3,17,8,30,10,9,4,1,2,17,7,0,2,6,0,24,4,0,3,4,9,13,4,3,1,0,1,7,2,0,0,0,2,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,1,0,1,2,0,2,2,1,0,1,0,1,2,1,0,0,8,0,5,1
26 - Κέρκυρας,180 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,301,189,6,1,7,182,95,7,39,2,17,26,25,8,3,1,3,5,12,3,1,0,6,0,25,3,1,4,8,8,10,0,1,8,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,1,0
26 - Κέρκυρας,181 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,301,198,8,3,11,187,83,4,38,2,17,16,33,9,7,6,0,3,12,3,1,0,5,2,14,0,0,3,2,6,12,2,1,4,0,0,3,1,1,0,0,0,6,6,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,0,1,2,2,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,2,1,0,0,0,1,0,0,0,9,1,4,1
26 - Κέρκυρας,182 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,323,192,2,0,2,190,107,5,54,1,32,9,15,7,0,5,0,0,8,2,1,0,5,0,19,1,0,0,16,0,4,1,2,0,0,0,5,1,0,0,0,1,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1,2,1,2,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,12,0,8,2
26 - Κέρκυρας,183 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,324,194,5,1,6,188,92,6,51,1,16,11,30,7,5,12,1,1,23,3,1,6,10,1,11,1,0,0,0,0,5,0,1,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,4,1,1,0,0,3,1,0,0,0,0,0,0,0,2,2,0,0,8,1,2,4
26 - Κέρκυρας,184 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,374,229,6,0,6,223,64,3,36,4,5,8,43,13,11,10,1,3,40,7,3,4,23,0,26,2,1,4,3,7,8,2,0,3,0,1,13,2,2,0,4,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,2,2,0,0,0,1,0,0,0,11,0,9,1
26 - Κέρκυρας,185 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,382,224,4,0,4,220,66,4,30,3,8,16,48,15,6,12,0,5,23,1,3,0,14,2,33,1,0,5,9,14,4,1,0,3,0,0,13,1,0,0,2,1,8,2,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,12,2,7,1
26 - Κέρκυρας,186 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,361,224,1,2,3,221,69,8,30,0,12,11,49,7,12,4,0,13,35,3,2,3,18,2,22,1,1,3,5,6,7,1,1,2,0,1,7,1,0,1,1,1,13,5,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,7,0,7,0
26 - Κέρκυρας,187 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,324,185,8,2,10,175,62,0,33,3,11,11,34,13,1,14,1,1,26,3,0,4,17,2,6,0,0,0,1,1,12,2,1,2,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,2,0,2,0,0,3,3,18,3,12,0
26 - Κέρκυρας,188 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,512,310,4,1,5,305,98,6,39,7,26,13,75,21,3,41,1,5,34,3,2,5,21,0,19,0,1,5,4,5,16,3,1,6,0,2,4,1,0,0,1,1,14,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,12,3,8,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,3,2,1,0,0,2,2,2,1,1,1,2,0,1,1,1,0,0,14,1,4,4
26 - Κέρκυρας,189 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,530,346,9,2,11,335,133,15,48,7,19,38,67,13,3,46,0,2,39,8,6,7,13,2,17,0,2,6,7,1,10,2,1,6,0,0,7,1,0,0,4,0,5,1,4,0,0,0,0,2,1,0,1,0,0,1,1,1,1,2,0,0,1,14,2,11,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,2,1,3,1,1,0,3,2,1,0,1,1,1,0,0,19,3,10,3
26 - Κέρκυρας,190 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,523,319,3,1,4,315,139,9,62,5,18,32,70,16,7,37,0,2,22,3,4,5,5,2,21,2,2,2,9,5,12,1,3,6,0,0,10,4,2,0,2,0,4,2,2,0,0,0,0,1,1,0,0,0,0,1,1,1,1,2,0,1,0,13,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,3,1,2,2,1,1,1,0,1,0,0,0,0,9,0,4,1
